url
https://bbc.com
https://www.bbc.co.uk/sport
https://builtvisible.com
https://builtvisible.com/seo/
https://jlhernando.com
https://jlhernando.com/blog/url-inspector-automator-node/
https://www.nike.com/gb/
https://www.nike.com/gb/t/superrep-go-2-training-shoe-fp6jZf/CZ0612-135
https://www.asos.com/women/
https://www.asos.com/mango/mango-chunky-ribbed-crew-neck-jumper-in-light-green/prd/22316442?colourwayid=60389439&cid=2623
